Orquesta Francisco Rotundo con María de la Fuente,Francisco Rotundo,Maria De La Fuente
Orquesta Alfredo De Angelis con Floreal Ruiz,Alfredo De Angelis,Floreal Ruíz
Orquesta Miguel Caló con Mario Cané,Miguel Caló,Mario Cané
Orquesta Osvaldo Pugliese con Ricardo Medina,Osvaldo Pugliese,Ricardo Medina
Orquesta Osvaldo Pugliese con María Graña,Osvaldo Pugliese,María Graña
Orquesta Típica Victor con Alberto Gómez,Orquesta Típica Víctor,Alberto Gómez
Orquesta Lucio Demare con Horacio Quintana,Lucio Demare,Horacio Quintana
Orquesta Osvaldo Pugliese con Jorge Maciel y Alfredo Belusi,Osvaldo Pugliese,"Alfredo Belusi, Jorge Maciel"
Orquesta Típica Victor con Mario Corrales,"Orquesta Típica Víctor, dir. Freddy Scorticati",Mario Pomar
Orquesta Roberto Firpo con Ignacio Murillo,Roberto Firpo,Alberto Diale
Orquesta Edgardo Donato con Adolfo Rivas,Edgardo Donato,Adolfo Rivas
Orquesta Alfredo De Angelis con Juan Carlos Godoy,Alfredo De Angelis,Juan Carlos Godoy
Orquesta Héctor Varela con Tita Merello,,Tita Merello
Orquesta Francisco Canaro con Azucena Maizani,Francisco Canaro,Azucena Maizani
Cuarteto Aníbal Troilo,Aníbal Troilo,-
Orquesta Francisco Canaro con Ernesto Famá y Ada Falcón,Francisco Canaro,"Ada Falcón, Ernesto Famá"
Orquesta Julio De Caro con Roberto Taibo y Roberto Medino,Julio De Caro,"Roberto Medina, Roberto Taibo"
Orquesta Miguel Caló con Carlos Dante,Miguel Caló,Carlos Dante
Orquesta Osmar Maderna con Carlos Aguirre,"Orquesta Simbolo Osmar Maderna, dir. Aquiles Roggero",Carlos Aguirre
Orquesta Florindo Sassone con Fontán Luna,Florindo Sassone,Alberto Fontán Luna
Orquesta Típica Victor con Roberto Díaz y Juan Carlos Delson,Orquesta Típica Víctor,"Juan Carlos Delson, Roberto Díaz"
Orquesta Típica Victor con Gino Forsini,Orquesta Típica Víctor,
Roberto Firpo (Hijo) y su cuarteto,,
Orquesta Juan D'Arienzo con Osvaldo Ramos,Juan D'Arienzo,Osvaldo Ramos
Orquesta Miguel Caló con Carlos Almagro,Miguel Caló,Carlos Almagro
Orquesta Roberto Firpo con Roberto Díaz,Roberto Firpo,Roberto Díaz
Orquesta Miguel Caló con Raúl Iriarte,Miguel Caló,Raúl Iriarte
Orquesta Francisco Canaro con Nelly Omar,Francisco Canaro,Nelly Omar
Orquesta Miguel Caló con Roberto Arrieta,Miguel Caló,Roberto Arrieta
Orquesta Julio De Caro con Héctor Farrel y Carlos Viván,Julio De Caro,"Héctor Farrel, Carlos Viván"
Orquesta Francisco Canaro con coro,Francisco Canaro,-choir-
Orquesta Juan D'Arienzo con Mario Bustos,Juan D'Arienzo,Mario Bustos
Orquesta Francisco Canaro con Agustín Irusta y Roberto Fugazot,Francisco Canaro,"Agustín Irusta, Roberto Fugazot"
Orquesta Miguel Caló con Alberto Morel,Miguel Caló,Alberto Morel
Orquesta Edgardo Donato con Romeo Gavio,Edgardo Donato,Romeo Gavioli
Orquesta Florindo Sassone con Jorge Casal,Florindo Sassone,Jorge Casal
Orquesta Osvaldo Pugliese con Miguel Montero y Jorge Maciel,Osvaldo Pugliese,"Jorge Maciel, Miguel Montero"
Orquesta Francisco Canaro con Roberto Fugazot,Francisco Canaro,Roberto Fugazot
Orquesta Francisco Lomuto con Fernando Díaz y Alberto Acuña,Francisco Lomuto,"Alberto Hilarion Acuña, Fernando Díaz"
Orquesta Típica Victor con Charlo,Orquesta Típica Víctor,Charlo
Cuarteto de Aníbal Troilo con Alberto Castillo,Aníbal Troilo,
Orquesta Carlos Di Sarli con Oscar Serpa,Carlos Di Sarli,Oscar Serpa
Orquesta Ricardo Tanturi con Osvaldo Ribó,Ricardo Tanturi,Osvaldo Ribó
Orquesta Aníbal Troilo con Alberto Marino y Floreal Ruiz,Aníbal Troilo,"Floreal Ruíz, Alberto Marino"
Orquesta Francisco Rotundo con Alfredo del Río,Francisco Rotundo,Alfredo del Río
Orquesta Típica Victor con Yoshie Fujiwara,-unspecified orchestra-,
Orquesta Alfredo De Angelis con Alberto Cuello,Alfredo De Angelis,Alberto Cuello
Orquesta Héctor Varela con Ernesto Herrera,Héctor Varela,Ernesto Herrera
Orquesta Francisco Canaro con Juan Carlos Rolón,Francisco Canaro,Juan Carlos Rolón
Orquesta Florindo Sassone con Mario Bustos,Florindo Sassone,Mario Bustos
Orquesta Enrique Rodríguez con Omar Quirós,Enrique Rodríguez,Omar Quiroz
Orquesta Julio De Caro con Pedro Lauga y Juan Lauga,Julio De Caro,"Pedro Lauga, Juan Lauga"
Orquesta Enrique Rodríguez con Roberto Flores,Enrique Rodríguez,Roberto Flores
Orquesta Héctor Varela con Jorge Rolando,Héctor Varela,
Orquesta Edgardo Donato con Pablo Lozano,Edgardo Donato,Pablo Lozano
Orquesta Francisco Canaro con Domingo Conte y coro,Francisco Canaro,"Domingo Conte, -choir-"
Orquesta Francisco Canaro con Carlos Roldán y Eduardo Adrián,Francisco Canaro,"Eduardo Adrián, Carlos Roldán"
Orquesta Julio De Caro,Julio De Caro,-
Orquesta Genaro Veiga con Osvaldo Fresedo,Genaro Veiga,
Orquesta Julio De Caro con Roberto Taibo,Julio De Caro,Roberto Taibo
Orquesta Francisco Canaro Alberto Arenas y Guillermo Coral,Francisco Canaro,"Guillermo Rico, Alberto Arenas"
Orquesta Pedro Laurenz con Héctor Juncal,Pedro Laurenz,Héctor Juncal
Orquesta Carlos di Sarli,Carlos Di Sarli,-
Orquesta Aníbal Troilo con Pablo Lonzano,Aníbal Troilo,Pablo Lozano
Orquesta Héctor Varela con Ernesto Herrera y Jorge Rolando,Héctor Varela,"Ernesto Herrera, Jorge Rolando"
Orquesta Típica Victor con Ernesto Famá,Orquesta Típica Víctor,Ernesto Famá
Orquesta Alfredo De Angelis con Juan Carlos Godoy y Roberto Mancini,Alfredo De Angelis,"Juan Carlos Godoy, Roberto Mancini"
Orquesta Alfredo De Angelis con Julio Martel y Carlos Dante,Alfredo De Angelis,"Carlos Dante, Julio Martel"
Orquesta Típica Brunswick,Orquesta Típica Brunswick,-
"Orquesta Juan Maglio ""Pacho""",Juan Félix Maglio,-
Roberto Firpo (Hijo) y su Cuarteto,Roberto Firpo,-
Orquesta Adolfo Carabelli con Teófilo Ibáñez,Adolfo Carabelli,Teofilo Ibañez
Astor Piazzolla con Aldo Campoamor,Astor Piazzolla,Aldo Campoamor
Orquesta Aníbal Troilo con Roberto Rufino,Aníbal Troilo,Roberto Rufino
"Orquesta Juan Maglio ""Pacho"" con José Galarza",Juan Félix Maglio,José E. Galarza
Orquesta Aníbal Troilo con Roberto Goyeneche y Roberto Rufino,Aníbal Troilo,"Roberto Goyeneche, Roberto Rufino"
Pedro Laurenz y Pedro Maffia (Dúo de bandoneones),"Pedro Laurenz, Pedro Maffia",-
Orquesta Osvaldo Fresedo con Armando Garrido,Osvaldo Fresedo,
Francisco Fiorentino con acomp. Orq. dir. Astor Piazzolla,Astor Piazzolla,Francisco Fiorentino
Orquesta Aníbal Troilo con Elba Berón,Aníbal Troilo,Elba Berón
"Orquesta Juan Maglio ""Pacho"" con Roberto Basso",Juan Félix Maglio,Roberto Basso
Orquesta Edgardo Donato con Roberto Morel,Edgardo Donato,Roberto Morel
Orquesta Julio De Caro con Roberto Medina y Roberto Taibo,Julio De Caro,"Roberto Medina, Roberto Taibo"
Orquesta Ricardo Tanturi con Juan Carlos Godoy,Ricardo Tanturi,Juan Carlos Godoy
Orquesta Pedro Laurenz con Aníbal Fuentes,Pedro Laurenz,Alberto Fuentes
Orquesta Francini - Pontier con Luis Correa,"Enrique Francini, Armando Pontier",Luis Correa
Orquesta Osvaldo Fresedo con Genaro Veiga,Osvaldo Fresedo,Genaro Veiga
Orquesta Aníbal Troilo con Roberto Goyeneche y Elba Berón,Aníbal Troilo,Francisco Fiorentino
Orquesta Pedro Laurenz con Juan Carlos Casas,Pedro Laurenz,Juan Carlos Casas
Orquesta Osvaldo Pugliese con Jorge Maciel y Miguel Montero,Osvaldo Pugliese,"Jorge Maciel, Miguel Montero"
Orquesta Carlos Di Sarli con Bob Toledo y Jorge Durán,Carlos Di Sarli,"Jorge Durán, Bob Toledo"
Orquesta Miguel Caló con Miguel Martino,Miguel Caló,Miguel Martino
Orquesta Osvaldo Pugliese con Juan Carlos Cobos,Osvaldo Pugliese,Juan Carlos Cobos
Ada Falcón con acomp. de Francisco Canaro,Francisco Canaro,Ada Falcón
Sexteto Carlos Di Sarli con Fernando Díaz,Carlos Di Sarli,Fernando Díaz
Miguel Villasboas y su Quinteto Bravo Del 900,Miguel Villasboas,
Orquesta Carlos Di Sarli con Mario Pomar,Carlos Di Sarli,Mario Pomar
Orquesta Alfredo De Angelis con Alberto Cuello y Carlos Aguirre,Alfredo De Angelis,"Alberto Cuello, Carlos Aguirre"
Orquesta Francini - Pontier con Héctor Montes,"Enrique Francini, Armando Pontier",Héctor Montes
Orquesta Alfredo Gobbi con Alfredo Del Río,Alfredo J. Gobbi,Alfredo del Río
Orquesta Julio De Caro con Roberto Medina,Julio De Caro,Roberto Medina
Orquesta Juan D'Arienzo con Libertad Lamarque,Juan D'Arienzo,Libertad Lamarque
Quinteto Don Pancho dir. Francisco Canaro,"Quinteto Don Pancho, dir. Francisco Canaro",-
Orquesta Osvaldo Pugliese,Osvaldo Pugliese,-
Orquesta Julio De Caro con V. y L. Desmond,Julio De Caro,
Orquesta Julio De Caro con Agustín Volpe,Julio De Caro,Agustín Volpe
Orquesta Héctor Varela con canto,Héctor Varela,
Orquesta Típica Victor con Fernando Díaz,Orquesta Típica Víctor,Fernando Díaz
Orquesta Osvaldo Pugliese con Jorge Rubino,Osvaldo Pugliese,Jorge Rubino
Orquesta Héctor Varela con Victor Daniel,Héctor Varela,
Orquesta Juan D'Arienzo con Héctor Millán,Juan D'Arienzo,Héctor Millán
Orquesta Edgardo Donato con Horacio Lagos y coro,Edgardo Donato,Horacio Lagos
Orquesta Típica Brunswick con Teófilo Ibáñez,Orquesta Típica Brunswick,Teofilo Ibañez
Orquesta Típica Victor con Lita Morales,Orquesta Típica Víctor,Lita Morales
Orquesta Edgardo Donato con Horacio Lagos y Randona,Edgardo Donato,"Randona, Horacio Lagos"
Orquesta Típica Victor con Hugo Gutiérrez,Orquesta Típica Víctor,Hugo Gutiérrez
Orquesta Roberto Firpo con Carlos Varela,Roberto Firpo,Carlos A. Varela
Orquesta Francisco Lomuto con Carmen del Moral,Francisco Lomuto,Carmen Del Moral
Orquesta Roberto Firpo con Alberto Diale,Roberto Firpo,Alberto Diale
Orquesta Lucio Demare con Raúl Berón,Lucio Demare,Raúl Berón
Orquesta Francisco Canaro con Ernesto Famá y Lidia Desmond,Francisco Canaro,"Ernesto Famá, Lidia Desmond"
Mercedes Carné acomp. de Sexteto Carlos Di Sarli,Carlos Di Sarli,Mercedes Carné
Orquesta Osvaldo Pugliese con Jorge Maciel y Abel Córdoba,Osvaldo Pugliese,"Abel Córdoba, Jorge Maciel"
Orquesta Adolfo Carabelli,Adolfo Carabelli,-
Orquesta Julio De Caro con palabras de Héctor Farrel,Julio De Caro,Héctor Farrel
Orquesta Pedro Laurenz con Jorge Linares,Pedro Laurenz,Jorge Linares
Orquesta Florindo Sassone con Carlos Malbrán,Florindo Sassone,Carlos Malbrán
Orquesta Héctor Varela con Rodolfo Lesica y Argentino Ledesma,Héctor Varela,"Argentino Ledesma, Rodolfo Lesica"
Orquesta Ángel D'Agostino con Ricardo Ruiz,Ángel D'Agostino,Ricardo Ruiz
Orquesta Roberto Firpo con Teófilo Ibáñez y Luis Díaz,Roberto Firpo,Teofilo Ibañez
Astor Piazzolla y su Quinteto,Quinteto Astor Piazzolla,-
Orquesta Julio De Caro con Héctor Farrel,Julio De Caro,Héctor Farrel
Orquesta Adolfo Carabelli con Charlo,Adolfo Carabelli,Carlos Lafuente
Orquesta Ricardo Malerba,Ricardo Malerba,-
Orquesta Osvaldo Fresedo con Carlos Mayel,Osvaldo Fresedo,Carlos Mayel
Orquesta Pedro Laurenz con Carlos Bermúdez y Jorge Linares,Pedro Laurenz,"Carlos Bermúdez, Jorge Linares"
Orquesta Francisco Canaro con Mario Alonso,Francisco Canaro,Mario Alonso
Orquesta Aníbal Troilo con Francisco Fiorentino y Amadeo Mandarino,Aníbal Troilo,"Amadeo Mandarino, Francisco Fiorentino"
Orquesta Héctor Varela con Carlos Nogues,Héctor Varela,
Orquesta Osmar Maderna,Osmar Maderna,-
Orquesta Edgardo Donato con Horacio Lagos y Romeo Gavio,Edgardo Donato,"Horacio Lagos, Romeo Gavioli"
Orquesta Típica Porteña Dir. Adolfo Carabelli y otros con Roberto Díaz,Orquesta Típica Porteña,
Orquesta Alfredo Gobbi con Tito Landó y Alfredo del Río,Alfredo J. Gobbi,"Alfredo del Río, Tito Landó"
Orquesta Aníbal Troilo con Jorge Casal,Aníbal Troilo,Jorge Casal
Orquesta Florindo Sassone con Rodolfo Galé,Florindo Sassone,Rodolfo Galé
Orquesta Aníbal Troilo con Edmundo Rivero y Aldo Calderón,Aníbal Troilo,"Aldo Calderón, Edmundo Rivero"
Orquesta Osvaldo Fresedo con Carlos Barrios,Osvaldo Fresedo,Carlos Barrios
Orquesta Aníbal Troilo con Floreal Ruiz,Aníbal Troilo,Floreal Ruíz
Orquesta Francisco Canaro con Argentino Ledesma,Francisco Canaro,Argentino Ledesma
Orquesta Francisco Lomuto con Miguel Montero,Francisco Lomuto,Miguel Montero
Orquesta Típica Porteña Dir. Adolfo Carabelli y otros con Alberto Gómez,Orquesta Típica Porteña,
"Orquesta Juan Maglio ""Pacho"" con José Galarza y Carlos Viván",Juan Félix Maglio,"José E. Galarza, Carlos Viván"
Orquesta Julio De Caro con Luis Díaz y coro,Julio De Caro,Luis Díaz
Orquesta Edgardo Donato con Antonio Maida y Randona,Edgardo Donato,"Antonio Maida, Randona"
Orquesta Juan D'Arienzo con Jorge Valdéz y Mario Bustos,Juan D'Arienzo,"Jorge Valdez, Mario Bustos"
Orquesta Francisco Canaro con Charlo y coro,Francisco Canaro,Charlo
Orquesta Francisco Canaro con Ernesto Herrera,Francisco Canaro,Ernesto Herrera
Orquesta Típica Victor con Oscar Ugarte,Orquesta Típica Víctor,Oscar Ugarte
Orquesta Osvaldo Fresedo,Osvaldo Fresedo,-
Astor Piazzolla con Amelita Baltar,Astor Piazzolla,Amelita Baltar
Orquesta Carlos Di Sarli con Edmundo Rivero,Carlos Di Sarli,Edmundo Rivero
Orquesta Julio de Caro con Teófilo Ibáñez,Julio De Caro,Teofilo Ibañez
Orquesta Osvaldo Fresedo con Antonio Buglione,Osvaldo Fresedo,Antonio Buglione
Orquesta Típica Brunswick con Antonio Rodríguez Lesende,Orquesta Típica Brunswick,Antonio Rodriguez Lesende
Orquesta Alfredo Gobbi con Hugo Soler,Alfredo J. Gobbi,Hugo Soler
Orquesta Julio de Caro con Luis Díaz,Julio De Caro,Luis Díaz
Orquesta Edgardo Donato con Antonio Maida,Edgardo Donato,Antonio Maida
Orquesta Rodolfo Biagi con Teófilo Ibáñez,Rodolfo Biagi,Teofilo Ibañez
Astor Piazzolla con Roberto Goyeneche,,Roberto Goyeneche
Orquesta Aníbal Troilo con Edmundo Rivero y Aníbal Troilo,Aníbal Troilo,Edmundo Rivero
Orquesta Juan D'Arienzo con Alberto Echagüe y Armando Laborde,Juan D'Arienzo,"Armando Laborde, Alberto Echagüe"
Orquesta Francisco Canaro con Carlos Gardel y coro,Francisco Canaro,Carlos Gardel
Orquesta Osvaldo Fresedo con Osvaldo Cordó,Osvaldo Fresedo,Osvaldo Cordó
Orquesta Francisco Lomuto,Francisco Lomuto,-
Orquesta Francisco Canaro con Alberto Arenas y coro,Francisco Canaro,"Alberto Arenas, -choir-"
Orquesta Juan D'Arienzo con Armando Laborde,Juan D'Arienzo,Armando Laborde
Orquesta Francisco Canaro con Francisco Amor,Francisco Canaro,Francisco Amor
Orquesta Alfredo Gobbi con Jorge Maciel y Héctor Coral,Alfredo J. Gobbi,"Jorge Maciel, Héctor Coral"
Orquesta Ángel D'Agostino con Tino García y Rubén Cané,Ángel D'Agostino,Rubén Cané
Orquesta Juan D'Arienzo con Roberto Lemos,Juan D'Arienzo,Roberto Lemos
Orquesta Edgardo Donato con Daniel Adamo y Jorge Denis,Edgardo Donato,"Daniel Adamo, Jorge Denis"
Orquesta Horacio Salgán con Roberto Goyeneche y Ángel Díaz,Horacio Salgán,"Ángel Díaz, Roberto Goyeneche"
Orquesta Osvaldo Pugliese con Alfredo Belusi,Osvaldo Pugliese,Alfredo Belusi
Orquesta Francisco Canaro con Francisco Amor y Isabel De Grana,Francisco Canaro,"Francisco Amor, Isabel De Grana"
Orquesta Francisco Canaro con Félix Gutiérrez,Francisco Canaro,Félix Gutiérrez
Rodolfo Biagi y Antonio Rodio con Carlos Gardel,-unspecified guitars-,Carlos Gardel
Astor Piazzolla con Héctor Insua,Astor Piazzolla,Héctor Insúa
Orquesta Ángel D'Agostino con Raúl Aldao,Ángel D'Agostino,Raúl Aldao
Orquesta Alfredo De Angelis con Carlos Aguirre,Alfredo De Angelis,Carlos Aguirre
Orquesta Horacio Salgán con Roberto Goyeneche,Horacio Salgán,Roberto Goyeneche
Orquesta Alfredo Gobbi con Jorge Maciel,Alfredo J. Gobbi,Jorge Maciel
Orquesta Osvaldo Pugliese con Jorge Vidal,Osvaldo Pugliese,Jorge Vidal
Orquesta Francisco Rotundo con Carlos Roldán,Francisco Rotundo,Carlos Roldán
Orquesta Osvaldo Pugliese con Alberto Morán y Roberto Chanel,Osvaldo Pugliese,"Roberto Chanel, Alberto Morán"
Orquesta Horacio Salgán con Ubaldo Del Lio,"Horacio Salgán, Ubaldo Aquiles De Lio",
Orquesta Héctor Varela con Argentino Ledesma,Héctor Varela,Argentino Ledesma
Orquesta Carlos Di Sarli con Horacio Casares,Carlos Di Sarli,Horacio Casares
Orquesta Osmar Maderna con Adolfo Rivas y C. Aldao,"Orquesta Simbolo Osmar Maderna, dir. Aquiles Roggero","Adolfo Rivas, Raúl Aldao"
Orquesta Aníbal Troilo con Roberto Goyeneche y Ángel Cardenas,Aníbal Troilo,"Ángel Cárdenas, Roberto Goyeneche"
Orquesta Carlos Di Sarli con Antonio Rodríguez Lesende,Carlos Di Sarli,Antonio Rodriguez Lesende
Orquesta Francisco Canaro con Alberto Arenas y Mario Alonso,Francisco Canaro,"Mario Alonso, Alberto Arenas"
Orquesta Francisco Rotundo con Ricardo Argentino,Francisco Rotundo,Ricardo Argentino
Orquesta Francisco Rotundo con Jorge Durán,Francisco Rotundo,Jorge Durán
Orquesta Osvaldo Fresedo y Dizzy Gillespie,"Osvaldo Fresedo, Dizzy Gillespie",-
Orquesta Adolfo Carabelli con Luis Díaz,Adolfo Carabelli,Luis Díaz
Orque